task_id,model_name,model_base,example_id,audio_filename,question,predicted_label,predicted_text,answer_label,answer_text,answer_type,is_correct,parse_status,raw_prediction,n_options,predicted_type,run_id,use_audio,latency_ms
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113326.mp3__2,113326.mp3,"What happens immediately after this event first appears: ""A pneumatic hiss sounds as the bus door opens, accompanied by the steady hum of the idling engine.""?",B,An idling bus engine with a short release of air.,A,The engine idles steadily.,event,False,exact-label,B,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113326.mp3__3,113326.mp3,"What happens immediately after this event first appears: ""The engine idles steadily.""?",B,"A pneumatic hiss sounds as the bus door opens, accompanied by the steady hum of the idling engine.",A,"This is the last event, no immediate event after.",none,False,exact-label,B,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113327.mp3__2,113327.mp3,"What happens immediately after this event first appears: ""The bus releases air with intermittent hissing and pulsating sounds.""?",C,"A continuous, rumbling bus noise is heard, steady and mechanical.",B,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113329.mp3__1,113329.mp3,"What happens immediately after this event first appears: ""Rustling sounds in the background.""?",B,Static noise with a steady pattern.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113331.mp3__2,113331.mp3,"What happens immediately after this event first appears: ""A faint rustling sound repeats.""?",C,"An engine emits a loud, droning sound with oscillating volume and pitch as it revs.",A,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113339.mp3__1,113339.mp3,"What happens immediately after this event first appears: ""Air is being ejected sharply.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,exact-label,A,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113340.mp3__1,113340.mp3,"What happens immediately after this event first appears: ""Motor roaring.""?",B,Engine sounds.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113343.mp3__6,113343.mp3,"What happens immediately after this event first appears: ""A woman speaks a single word in a crowded street environment.""?",B,A woman speaks one word clearly in a crowded street environment.,E,"This is the last event, no immediate event after.",none,False,exact-label,B,7,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113344.mp3__1,113344.mp3,"What happens immediately after this event first appears: ""An unclear radio message is heard in the distance.""?",C,A loud beeping sound is heard in the distance.,C,A loud beeping sound is heard in the distance.,event,True,exact-label,C,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113344.mp3__2,113344.mp3,"What happens immediately after this event first appears: ""A loud beeping sound is heard in the distance.""?",B,An unclear radio message is heard in the distance.,C,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113351.mp3__2,113351.mp3,"What happens immediately after this event first appears: ""Very faint, muffled footsteps on heels walking outside.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,3,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113352.mp3__3,113352.mp3,"What happens immediately after this event first appears: ""A loud motorbike engine running on the street.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,4,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113355.mp3__2,113355.mp3,"What happens immediately after this event first appears: ""A truck passes by with a roaring engine.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,exact-label,C,3,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113582.mp3__2,113582.mp3,"What happens immediately after this event first appears: ""The audience is clapping.""?",D,"This is the last event, no immediate event after.",A,An audience member is speaking.,event,False,exact-label,D,6,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113582.mp3__3,113582.mp3,"What happens immediately after this event first appears: ""An audience member is speaking.""?",B,"This is the last event, no immediate event after.",F,The audience is yelling.,event,False,exact-label,B,6,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113582.mp3__5,113582.mp3,"What happens immediately after this event first appears: ""The audience cheers wildly.""?",E,The audience is cheering wildly.,B,"This is the last event, no immediate event after.",none,False,exact-label,E,6,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114284.mp3__1,114284.mp3,"What happens immediately after this event first appears: ""A washing machine drum spins loudly and rhythmically, gradually increasing in speed.""?",B,A washing machine hums loudly and steadily with a vibrating sound.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114285.mp3__2,114285.mp3,"What happens immediately after this event first appears: ""A washing machine pump is operating.""?",D,A washing machine pump operates constantly in the background.,C,The drum of a washing machine accelerates.,event,False,exact-label,D,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114285.mp3__3,114285.mp3,"What happens immediately after this event first appears: ""The drum of a washing machine accelerates.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,exact-label,C,4,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114286.mp3__2,114286.mp3,"What happens immediately after this event first appears: ""A washing machine hums loudly and gradually decreases while vibrating.""?",C,A washing machine spins and gradually slows down.,A,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114290.mp3__1,114290.mp3,"What happens immediately after this event first appears: ""Wheels scratch the surface loudly with continuous echoing.""?",B,"Train wheels squeal continuously, echoing in a tunnel.",A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114463.mp3__1,114463.mp3,"What happens immediately after this event first appears: ""A group of people walking and speaking.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114491.mp3__1,114491.mp3,"What happens immediately after this event first appears: ""Wind gradually speeds up in a forest.""?",C,Wind blowing through a forest.,A,Trees shaking due to heavy winds.,event,False,exact-label,C,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114491.mp3__2,114491.mp3,"What happens immediately after this event first appears: ""Trees shaking due to heavy winds.""?",A,Wind blowing through a forest.,C,Wind gradually picks up speed and then gradually slows down.,event,False,exact-label,A,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114491.mp3__3,114491.mp3,"What happens immediately after this event first appears: ""Wind gradually picks up speed and then gradually slows down.""?",C,Wind gradually speeds up in a forest.,D,"This is the last event, no immediate event after.",none,False,exact-label,C,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114609.mp3__0,114609.mp3,"What happens immediately after this event first appears: ""A person snores loudly once.""?",A,A person is snoring with rattling sounds and pauses.,D,A person snores with a high pitch.,event,False,exact-label,A,7,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114609.mp3__1,114609.mp3,"What happens immediately after this event first appears: ""A person snores with a high pitch.""?",A,Someone is snoring.,C,Someone snores softly.,event,False,exact-label,A,7,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114609.mp3__2,114609.mp3,"What happens immediately after this event first appears: ""Someone snores softly.""?",C,"This is the last event, no immediate event after.",F,One person snores intermittently.,event,False,exact-label,C,7,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114609.mp3__3,114609.mp3,"What happens immediately after this event first appears: ""One person snores intermittently.""?",A,A person is snoring with rattling sounds and pauses.,A,A person is snoring with rattling sounds and pauses.,event,True,exact-label,A,7,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114609.mp3__4,114609.mp3,"What happens immediately after this event first appears: ""A person is snoring with rattling sounds and pauses.""?",C,One person snores intermittently.,B,Snoring loudly.,event,False,exact-label,C,7,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114609.mp3__5,114609.mp3,"What happens immediately after this event first appears: ""Snoring loudly.""?",A,A person snores loudly once.,B,Someone is snoring.,event,False,exact-label,A,7,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114609.mp3__6,114609.mp3,"What happens immediately after this event first appears: ""Someone is snoring.""?",B,A person is snoring with rattling sounds and pauses.,E,"This is the last event, no immediate event after.",none,False,exact-label,B,7,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114629.mp3__1,114629.mp3,"What happens immediately after this event first appears: ""A large wave on the beach fades away quietly.""?",B,"The loud, turbulent, and calming sound of waves on the beach.",C,A large wave rapidly increases in volume on the beach.,event,False,exact-label,B,6,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114629.mp3__2,114629.mp3,"What happens immediately after this event first appears: ""A large wave rapidly increases in volume on the beach.""?",F,A wave on the beach rises loudly and rapidly.,A,The sound of water waves on the beach gradually increasing.,event,False,exact-label,F,6,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114629.mp3__3,114629.mp3,"What happens immediately after this event first appears: ""The sound of water waves on the beach gradually increasing.""?",F,"The loud, turbulent, and calming sound of waves on the beach.",F,"The loud, turbulent, and calming sound of waves on the beach.",event,True,exact-label,F,6,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114629.mp3__4,114629.mp3,"What happens immediately after this event first appears: ""The loud, turbulent, and calming sound of waves on the beach.""?",A,The sound of water waves on the beach gradually increasing.,E,A wave on the beach rises loudly and rapidly.,event,False,exact-label,A,6,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,114629.mp3__5,114629.mp3,"What happens immediately after this event first appears: ""A wave on the beach rises loudly and rapidly.""?",D,A large wave rapidly increases in volume on the beach.,C,"This is the last event, no immediate event after.",none,False,exact-label,D,6,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,115345.mp3__1,115345.mp3,"What happens immediately after this event first appears: ""People are talking emotionally in the background.""?",B,A bird chirps melodically in the background.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
